,Date,User_Id,Message,NumberOfPastPosts,Role
4016,"
November 2019 ",enf10582,"
I have the following offers from Dealers on various Sedans. I am somewhat indifferent, but prefer the Accord, all things being equal.2019 Honda Accord EX $24,3002019 Hyundai Sonata Limited $21,7002019 Kia Optima EX $21,0002019 Ford Fusion SEL $21,500What are your thoughts on the best car to purchase? I know that the Kia, Hyundai and Ford appear to be great values but am worried about resale, ect. ",Posts: 6,Member
4017,"
November 2019 ",qbrozen,"
So, looking at those as 2017 models, you actually could fare better with the Koreans. a 2017 Accord EX and Sonata Ltd with 35k miles are each worth $15k at dealer auction. The Optima is $14,250. Forget the Focus. That's not even close. Did you mean Fusion??A friend of mine has a 2015 Optima. Pretty nice car. ","Posts: 30,400",Member
4018,"
November 2019 ",enf10582,"
Yes. I meant the Fusion. I am leaning toward the Kia, but want to make sure I am not making a mistake. ",Posts: 6,Member
4019,"
November 2019 ",enf10582,"
The Kia, Fusion and Sonata are all $3,000-$4,000 below KBB fair price while the Accord is about $750 below. ",Posts: 6,Member
4020,"
November 2019 ",stickguy,"
I had a sonata. Excellent car, loaded with features. Kia is same basic car. Accord is excellent too. Can buy by price, but mostly get whichever you like best. ","Posts: 44,762",Member
4021,"
November 2019 ",texases,"
Make sure you drive them for a good distance. I recently rented a new Accord, I found the seat uncomfortable, others find the Accord seats great. ","Posts: 9,849",Member
4022,"
November 2019 ",mcdawgg,"
Check the latest Consumer Reports reliability ratings. There are some surprises. ","Posts: 1,712",Member
4023,"
December 2019 ",NYCWings,"
2005 Suzuki xl72005 Mitsubishi Endeavor2005 Jeep Grand Cherokee2004 Honda Pilot2005 Nissan MuranoWould you put those in that order or what advice of which stands out and why.I love the Pilot but reluctant about transmission issues and unsure about Murano.Thanks in advance. ",Posts: 10,Member
4024,"
December 2019 ",qbrozen,"
NYCWings said:2005 Suzuki xl72005 Mitsubishi Endeavor2005 Jeep Grand Cherokee2004 Honda Pilot2005 Nissan MuranoWould you put those in that order or what advice of which stands out and why.I love the Pilot but reluctant about transmission issues and unsure about Murano.Thanks in advance.
I would cross off the Pilot and Murano, as both have higher than normal transmission failures. I personally don’t trust Mitsu. Which engine is in the JGC? I’d take a 5.7, no doubt. I only know one XL7, and they had a good experience, but that’s not much of a sample size. Would need more research. So...1. JGC if the 5.72. XL7, pending investigationAre you trying to hit a pricepoint? What about a 4runner? ","Posts: 30,400",Member
4025,"
December 2019 ",NYCWings,"
The JGC is a v6 so is not the 5.6 .All this vehicles are more or less near the same price. More or less the same mileage being the Pilot with the most mileage at 178k. The 4runner of course I would love but the prices are higher for it.It would have to be an older model. ",Posts: 10,Member
4026,"
December 2019 ",qbrozen,"
NYCWings said:The JGC is a v6 so is not the 5.6 .All this vehicles are more or less near the same price. More or less the same mileage being the Pilot with the most mileage at 178k. The 4runner of course I would love but the prices are higher for it.It would have to be an older model.
What price are we talking about? 178K? Hope this is a (very) temporary vehicle. ","Posts: 30,400",Member
4027,"
December 2019 ",stickguy,"
my opinion is, when you are shopping in the well used and cheap aisle, condition and maintenance history is way more important than what the nameplate is. If anything made it 15 years and 150K miles, it must have been a good car. Only question is, how much life is left? IOW, but the best shape one.And unless you have a really specific need for AWD or a trucklet, stick with simpler cars. Less to go wrong. Plus SUVs sell at a premium, so for the same price as one of these you could likely get a much nicer sedan. ","Posts: 44,762",Member
4028,"
December 2019 ",kyfdx,"
NYCWings said:The JGC is a v6 so is not the 5.6 .All this vehicles are more or less near the same price. More or less the same mileage being the Pilot with the most mileage at 178k. The 4runner of course I would love but the prices are higher for it.It would have to be an older model.
If there was a transmission issue, it would certainly have surfaced by now.. ","Posts: 203,030",Moderator
4029,"
December 2019 ",qbrozen,"
kyfdx said: show previous quotesNYCWings said:The JGC is a v6 so is not the 5.6 .All this vehicles are more or less near the same price. More or less the same mileage being the Pilot with the most mileage at 178k. The 4runner of course I would love but the prices are higher for it.It would have to be an older model.
If there was a transmission issue, it would certainly have surfaced by now..
I wouldn't bank on it. A big factor with these was HOW they were used. So you could have owner 1 drive it for 175k easy miles with no trans issues, then owner 2 buys it to tow his 10k-lb boat to the river before passing it along to owner 3 with a live hand-grenade on board. ","Posts: 30,400",Member
4030,"
December 2019 ",kyfdx,"
qbrozen said: show previous quoteskyfdx said: NYCWings said:The JGC is a v6 so is not the 5.6 .All this vehicles are more or less near the same price. More or less the same mileage being the Pilot with the most mileage at 178k. The 4runner of course I would love but the prices are higher for it.It would have to be an older model.
If there was a transmission issue, it would certainly have surfaced by now..
I wouldn't bank on it. A big factor with these was HOW they were used. So you could have owner 1 drive it for 175k easy miles with no trans issues, then owner 2 buys it to tow his 10k-lb boat to the river before passing it along to owner 3 with a live hand-grenade on board.
I was referring to the model specific transmission problems that occurred in low-mileage examples. I think every automatic transmission with over 125K is a time bomb. Which is why I only buy sticks in that mileage range. ","Posts: 203,030",Moderator
4031,"
December 2019 ",qbrozen,"
kyfdx said:I was referring to the model specific transmission problems that occurred in low-mileage examples. I think every automatic transmission with over 125K is a time bomb. Which is why I only buy sticks in that mileage range.
yes, but I am referring to this problem in particular as well. The issue with these is that the 2nd gear was not getting sufficient lubrication. The fix implemented by Honda was to first inspect the trans with a scope, and those that showed wear were replaced, in those that did not, they were to drill a hole in the gearbox and install an aux oil jet over 2nd gear. They were finding (obviously) that those seeing heavier duty were more likely to need replacement. IIRC, they extended the warranty to 100k. Maybe it was 80k. This was a long time ago for our 2003 model. Ours was deemed OK and just got the jet installed. ","Posts: 30,400",Member
4032,"
December 2019 ",NYCWings,"
There's always a number of concerns for high mileage vehicles but there's still a market for the life left off of them. ",Posts: 10,Member
4033,"
December 2019 ",texases,"
Why not a Highlander? I'd pick that before any on that list. ","Posts: 9,849",Member
4034,"
December 2019 ",kyfdx,"
texases said:Why not a Highlander? I'd pick that before any on that list.
It would be helpful to know what price range we are in.. ","Posts: 203,030",Moderator
4035,"
December 2019 ",NYCWings,"
It comes down to MDX 2004 168k VS Suzuki xl7 2004 156k2,000 Input please and sorry but I'm still shopping! 😅 Thanks in advance ",Posts: 10,Member
4036,"
December 2019 ",qbrozen,"
NYCWings said:It comes down to MDX 2004 168k VS Suzuki xl7 2004 156k2,000 Input please and sorry but I'm still shopping! 😅 Thanks in advance
Why do you need an suv? $2k on one is not going to take you far. ","Posts: 30,400",Member
4037,"
December 2019 ",texases,"
Yep, either could be a disaster. You're looking for BASIC transportation at that price. ","Posts: 9,849",Member
4038,"
December 2019 ",NYCWings,"
Yes I AM looking for basic transportation. Not everyone can get a car off the lot or have it their way like in McDonald's.Your opinions are turning personal geez...Y'all should take a look around of what can people get this days for 2gs. Yes limited but not impossible. Thanks either way ",Posts: 10,Member
4039,"
December 2019 ",kyfdx,"
This is the first time you've given us your budget. We were just guessing until now.  ","Posts: 203,030",Moderator
4040,"
December 2019 ",qbrozen,"
I didn't see any personal comments whatsoever. You are reading more into it. And nobody said $2k is impossible. What we are saying is that you may want to consider something other than a largish SUV. If you need the room for people, you'll do better with a minivan. We just got a Nissan Quest with 110k miles a couple of months ago for my brother for $1800. If you are just looking for transportation, you could do even better with a simple car. ","Posts: 30,400",Member
4041,"
December 2019 ",texases,"
Exactly. You’ll get more for your money if it’s a simpler vehicle. Sorry if my comments came across the wrong way. ","Posts: 9,849",Member
4042,"
December 2019 ",qbrozen,"
Says Atlanta next to your username, so I took the liberty of doing a quick search and pulling up the first several that caught my attention.2003 Focus2002 CorollaCouple of ImpalasCan you drive stick?Some people like these ","Posts: 30,400",Member
4043,"
January 2020 ",sburres,"
Price Range: $15,000 - $25,000New or Used: UsedBuying or Leasing: BuyingMust haves: reliable, good gas mileage, 3rd rowCar or Truck: Car - SUVPreferred Year: 2010-currentMileage: Under 70,000 ",Posts: 1,Member
4044,"
January 2020 ",texases,"
Toyota Highlander. ","Posts: 9,849",Member
4045,"
January 2020 ",stickguy,"
price range is high enough to get most anything, but as always, want something fancier, you get older and/or higher mileage.And might need to temper expectations on ""good gas mileage"". Not many 3 row SUVs really get good mileage.that being said, other good options are Hyundai Santa Fe (the 3 row V6 version). Won't have to go too far back for one of those, and can be under warranty. Kia Serento another possibility. Can also fit a Pilot into the budget, but will be older most likely.Explorer has 3 rows.I really like the Santa Fe.https://www.cars.com/vehicledetail/detail/795955447/overview/ ","Posts: 44,762",Member
4046,"
January 2020 ",qbrozen,"
Been going through this exercise with a friend lately. You can actually get a recent CPO Infiniti QX60 in that budget. Also CX9. ","Posts: 30,400",Member
4047,"
January 2020 ",luisillo,"
Hi everybody a noob on this leasing calculations, trying to get a 3 row SUV on what would be my first lease. I'm wobbling between the 2020 Hyundai Palisade, 2020 KIA Telluride, 2019 Mazda CX-9 and the 2020 Subaru Ascent. We already test drove them, we liked them and after getting the January figures (MF, residual and incentives) from @Michaell and @kyfdx (thank you guys) I tried to do my best calculations and I can tell these are not vehicles where I can get a good deal from.Palisade and Telluride are impossible to get under MSRP due the low inventory, Subaru salespeople doesn't want to give good price and we are not sure yet about the cargo and 3rd row space on the CX-9.Is there any other 3-row SUV that leases well this month? I'm trying to get a good deal on a $35k-$38k car.Is it possible to get a monthly payment between $350 and $450, zero down, for a vehicle like that? ",Posts: 9,Member
4048,"
January 2020 ",qbrozen,"
CX9 is leasing OK this month.Your number will depend on the options. For example, a CX9 grand touring is going to be the very upper limit of your budget, while a Touring with Premium is nearly $50/mo less. A Honda Pilot EX-L? Yes. A Honda Pilot EX-L with Nav and RES? Less likely. And, of course, the number of miles you need will change the price, too. ","Posts: 30,400",Member
4049,"
January 2020 ",zzmmmommy,"
Hi, I could use some help. I have been driving a minivan for the last 15 years. I used the lemon law to get rid of 17 Pacifica and then got an 18 Pacifica. No comments . Now my Pacifica has been in shop for 40 days and they can't figure out why the battery keeps dying and I keep getting engine failure light. So, I am going to have to lemon law the 18 also. I love the car and realize that the Odyssey or Sienna do not have the same features in the same price point. Maybe it is time I look at an SUV- but within my budget. I want to stay under $45k (high end). I have a fully loaded Pacifica so will I be able to find anything under $40k that has all those bells and whistles AND has room for 4 kids? And, I am not even 5 feet so a yukon or any large size SUV is not an option. Any suggestions? Thanks! ",Posts: 67,Member
4050,"
January 2020 ",stickguy,"
none of the SUVs short of a Suburban will have the combo of cargo room with the 3rd row up, or room in the back row for passengers. But, you should be able to get away with something like a Traverse or Enclave (the one that is still jumbo sized). Just check out the cargo space to see if it is big enough. Price wise you should be OK. there are other options in that size range. I think the Explorer is pretty big still in the back. Might be some option in the foreign brands. VW Atlas is pretty roomy. might have an issue on the sticker price, depending on if you can live with something that is not the total top end. If nothing else, go check one out for size and comfort. ","Posts: 44,762",Member
4051,"
January 2020 ",qbrozen,"
zzmmmommy said:Hi, I could use some help. I have been driving a minivan for the last 15 years. I used the lemon law to get rid of 17 Pacifica and then got an 18 Pacifica. No comments . Now my Pacifica has been in shop for 40 days and they can't figure out why the battery keeps dying and I keep getting engine failure light. So, I am going to have to lemon law the 18 also. I love the car and realize that the Odyssey or Sienna do not have the same features in the same price point. Maybe it is time I look at an SUV- but within my budget. I want to stay under $45k (high end). I have a fully loaded Pacifica so will I be able to find anything under $40k that has all those bells and whistles AND has room for 4 kids? And, I am not even 5 feet so a yukon or any large size SUV is not an option. Any suggestions? Thanks!
As I stated recently in an above post, a CPO QX60 is a great value, IMHO. Would save you about $10k, too. ","Posts: 30,400",Member
4052,"
January 2020 ",mcdawgg,"
zzmmmommy said:Hi, I could use some help. I have been driving a minivan for the last 15 years. I used the lemon law to get rid of 17 Pacifica and then got an 18 Pacifica. No comments . Now my Pacifica has been in shop for 40 days and they can't figure out why the battery keeps dying and I keep getting engine failure light. So, I am going to have to lemon law the 18 also. I love the car and realize that the Odyssey or Sienna do not have the same features in the same price point. Maybe it is time I look at an SUV- but within my budget. I want to stay under $45k (high end). I have a fully loaded Pacifica so will I be able to find anything under $40k that has all those bells and whistles AND has room for 4 kids? And, I am not even 5 feet so a yukon or any large size SUV is not an option. Any suggestions? Thanks!
Toyota Highlander or Sequoia (if you want something really big). Toyota's long-term reliability is second only to Lexus (Toyota's luxury brand). ","Posts: 1,712",Member
4053,"
February 2020 ",iamslange,"
I’ve been browsing around for various lease options. I’ll preface this post by saying I know leasing isn’t the ideal situation but it’s what i prefer.I did some number crunching and I’m just trying to see if I’m on the right track before I start getting into this.2020 Mercedes GLB $45,200 Residual is 62% .00136 Money factor I get a $559 payment2020 Toyota Highlander $40,680 Residual 59% .00200 Money factor I get a payment of $577Do these seem right? I know I still can bargain the price some but is my math right? Or do I need more information? No current incentives. ",Posts: 21,Member
4054,"
February 2020 ",qbrozen,"
iamslange said:I’ve been browsing around for various lease options. I’ll preface this post by saying I know leasing isn’t the ideal situation but it’s what i prefer.I did some number crunching and I’m just trying to see if I’m on the right track before I start getting into this.2020 Mercedes GLB $45,200 Residual is 62% .00136 Money factor I get a $559 payment2020 Toyota Highlander $40,680 Residual 59% .00200 Money factor I get a payment of $577Do these seem right? I know I still can bargain the price some but is my math right? Or do I need more information? No current incentives.
Leases can be great deals, and sometimes better than buying. I suggest you do more reading on how they should be calculated. Yes, you need much more info. Are you basing your payment off paying MSRP for the vehicles? Have you obtained the info on any incentives? Both of those examples are terrible. You can do far far better if you are open to other options. ","Posts: 30,400",Member
4055,"
February 2020 ",iamslange,"
qbrozen said: show previous quotesiamslange said:I’ve been browsing around for various lease options. I’ll preface this post by saying I know leasing isn’t the ideal situation but it’s what i prefer.I did some number crunching and I’m just trying to see if I’m on the right track before I start getting into this.2020 Mercedes GLB $45,200 Residual is 62% .00136 Money factor I get a $559 payment2020 Toyota Highlander $40,680 Residual 59% .00200 Money factor I get a payment of $577Do these seem right? I know I still can bargain the price some but is my math right? Or do I need more information? No current incentives.
Leases can be great deals, and sometimes better than buying. I suggest you do more reading on how they should be calculated. Yes, you need much more info. Are you basing your payment off paying MSRP for the vehicles? Have you obtained the info on any incentives? Both of those examples are terrible. You can do far far better if you are open to other options. 
Yes I’m doing it based off msrp. I know there are ways to get my cap cost down. I was just hoping my calculations were correct based on that information. ",Posts: 21,Member
4056,"
February 2020 ",stickguy,"
there are plenty of lease calculators available where you can plug in the factors and it will spit out the payment. There are also model specific topics here where you can get the numbers for each model. MF and residual is pretty straight forward. Once you have that, only real variable is the cap cost reduction and incentives, which is the way to get your payment down. ","Posts: 44,762",Member
4057,"
February 2020 ",iamslange,"
stickguy said:there are plenty of lease calculators available where you can plug in the factors and it will spit out the payment. There are also model specific topics here where you can get the numbers for each model. MF and residual is pretty straight forward. Once you have that, only real variable is the cap cost reduction and incentives, which is the way to get your payment down.
Yes I came across those threads. Just need to research how to reduce the cap cost ",Posts: 21,Member
4058,"
February 2020 ",texases,"
Doesn't it come down to what deal you can make with the various dealers in your area? I'd contact several dealers' internet operations and have them bid on your lease. You specify car, options, time, miles/year, and capital reduction (down payment), and they tell you $/month. ","Posts: 9,849",Member
4059,"
February 2020 ",qbrozen,"
You can also use a broker ","Posts: 30,400",Member
4060,"
February 2020 ",NovoEndo,"
What would be the best bang for your buck lease (15K/year) Mid Size SUV? 3 Row SUV? Interested in getting something with heated seats, auto start, adaptive cruise control, lane assist warning/keep? ",Posts: 9,Member
4061,"
February 2020 ",PRPro704,"
Looking to purchase a pre-owned 3 Row SUV. $25K budget. Reliability and safety is important as may pass it down to young driver in 3/4 years. Must have sunroof and would be nice to have push start, keyless entry, nav. Would like opinions as I have done a fair amount of research and all the ""top lists"" are all over the place. TIA ",Posts: 1,Member
4062,"
February 2020 ",texases,"
I'd go Highlander. ","Posts: 9,849",Member
4063,"
February 2020 ",stickguy,"
try a Santa Fe full sized.https://www.carvana.com/vehicle/1390509https://www.cars.com/vehicledetail/detail/801738556/overview/ ","Posts: 44,762",Member
4064,"
February 2020 ",mcdawgg,"
PRPro704 said:Looking to purchase a pre-owned 3 Row SUV. $25K budget. Reliability and safety is important as may pass it down to young driver in 3/4 years. Must have sunroof and would be nice to have push start, keyless entry, nav. Would like opinions as I have done a fair amount of research and all the ""top lists"" are all over the place. TIA
If reliability is important, then Toyota and Lexus are number one. Consumer Reports, JD Power, and many other data sources all agree on that. ","Posts: 1,712",Member
4065,"
February 2020 ",Brandego,"
Hi all,So I'm in the market to look for a new car that I will hopefully keep for a long time. I currently drive a 2017 Ford Escape which has been going strong for me for the last few years and I truly love the car. My issue is my current commute to work is about 110 miles a day, and my escape only gets about 27mpg. So I guess first question is would a Hybrid be a suitable option for the distance I drive? I see they get great mpg but my biggest fear is the reliability. The brands I'm looking into are Honda (Accord Hybrid), Hyundai (Sonata Hybrid), Ford (Escape Hybrid). I know Toyota has really ironed out all of their Hybrid systems, but I'm not a huge fan of the way their interior looks. Any help would be greatly appreciated. ",Posts: 2,Member
4066,"
February 2020 ",texases,"
I would only consider a Toyota hybrid, Honda has never achieved the reliability that Toyota has, and other brands don't have the track record.. And I have a Ford hybrid (the Camry hybrid wasn't available at the time). I'm currently dealing with an issue with how Ford cuts down battery availability after a certain number of years. My next car may well be a Rav4 hybrid.But 110 miles a day? That sounds like a lot of highway driving. Hybrids provide the most benefit in stop and go driving. ","Posts: 9,849",Member
4067,"
February 2020 ",Brandego,"
texases said:I would only consider a Toyota hybrid, Honda has never achieved the reliability that Toyota has, and other brands don't have the track record.. And I have a Ford hybrid (the Camry hybrid wasn't available at the time). I'm currently dealing with an issue with how Ford cuts down battery availability after a certain number of years. My next car may well be a Rav4 hybrid.But 110 miles a day? That sounds like a lot of highway driving. Hybrids provide the most benefit in stop and go driving.
Currently it is alot of Highway driving, but I have the option to take city streets which cuts me down to 74 miles a day. I would take this route more often, but it takes an extra 5 min to get work, and I've also seen no benefits in my gas mileage with my escape taking this route. I would sacrifice time for better mileage, also our main Highway which I use is becoming so much more dangerous to drive.  ",Posts: 2,Member
4068,"
February 2020 ",texases,"
A Prius, Corolla, or Camry hybrid would do great in that situation. But I understand the problem you have with their interiors. You might buy a Consumer Reports car buyers guide, see what meets your needs/desires. Also check out fueleconomy.gov for lots more mpg info. ","Posts: 9,849",Member
4069,"
February 2020 ",mcdawgg,"
Brandego said:Hi all,So I'm in the market to look for a new car that I will hopefully keep for a long time. I currently drive a 2017 Ford Escape which has been going strong for me for the last few years and I truly love the car. My issue is my current commute to work is about 110 miles a day, and my escape only gets about 27mpg. So I guess first question is would a Hybrid be a suitable option for the distance I drive? I see they get great mpg but my biggest fear is the reliability. The brands I'm looking into are Honda (Accord Hybrid), Hyundai (Sonata Hybrid), Ford (Escape Hybrid). I know Toyota has really ironed out all of their Hybrid systems, but I'm not a huge fan of the way their interior looks. Any help would be greatly appreciated. 
Toyota's long-term reliability ratings are MUCH higher than Honda, Hyundai, as and Ford, per Consumer Reports, among other data sources. ","Posts: 1,712",Member
4070,"
February 2020 ",RadChick,"
I'm looking for a new SUV to purchase and drive for the next 5-7 years. I'm currently driving a 2013 Honda CRV, and I'd like something bigger with new technology. The SUV needs to have ventilated seats (which puts me in or near the top trim of most SUVs). I want to spend less than $45k. I don't care if it has a 3rd row, but I'm not against it. I like the Hyundai Santa Fe and the Mazda CX-9. I was underwhelmed by both the 2020 Highlander and Ascent. I'm not interested in the Honda Pilot but maybe the Passport? I really liked the VW Atlas, but not sure if it's good for long term. Any other suggestions? Thanks. ",Posts: 5,Member
4071,"
February 2020 ",stickguy,"
A Santa Fe limited 2.0t is well under budget, drives nice, and is loaded with features. Pretty room. And will be under warranty the entire time. The CX9 is a bit bigger, but very nice driving too. ","Posts: 44,762",Member
4072,"
February 2020 ",benjaminh,"
The Honda Passport might be a good option. Reviews have been good, and yet sales I think have been slow to take off. I recently got a special $1000 dollar coupon as a current Honda owner on a new Passport, which was on top of any other incentives. The Passport Elite lists for c. $43k, but it's totally loaded—including ventilated seats. And real world my guess is that the price might be in the high 30s? ","Posts: 5,952",Member
4073,"
February 2020 ",texases,"
Highlander Limited has the seats, priced just under $45k. What didn't you like? Just curious.Of the rest, I'd look at the CX9. ","Posts: 9,849",Member
4074,"
February 2020 ",RadChick,"
texases said:Highlander Limited has the seats, priced just under $45k. What didn't you like? Just curious.Of the rest, I'd look at the CX9.
I wanted to like it, but I just found it kind of boring. ",Posts: 5,Member
4075,"
February 2020 ",texases,"
Well, excitement will be hard to come by in this segment. The CX9 probably handles the best, but not sure about the power. ","Posts: 9,849",Member
4076,"
February 2020 ",mcdawgg,"
RadChick said:I'm looking for a new SUV to purchase and drive for the next 5-7 years. I'm currently driving a 2013 Honda CRV, and I'd like something bigger with new technology. The SUV needs to have ventilated seats (which puts me in or near the top trim of most SUVs). I want to spend less than $45k. I don't care if it has a 3rd row, but I'm not against it. I like the Hyundai Santa Fe and the Mazda CX-9. I was underwhelmed by both the 2020 Highlander and Ascent. I'm not interested in the Honda Pilot but maybe the Passport? I really liked the VW Atlas, but not sure if it's good for long term. Any other suggestions? Thanks.
If reliability is a concern, Honda is rated only average at best. Toyota, Lexus, Mazda are the best. ","Posts: 1,712",Member
4077,"
February 2020 ",RadChick,"
mcdawgg said: show previous quotesRadChick said:I'm looking for a new SUV to purchase and drive for the next 5-7 years. I'm currently driving a 2013 Honda CRV, and I'd like something bigger with new technology. The SUV needs to have ventilated seats (which puts me in or near the top trim of most SUVs). I want to spend less than $45k. I don't care if it has a 3rd row, but I'm not against it. I like the Hyundai Santa Fe and the Mazda CX-9. I was underwhelmed by both the 2020 Highlander and Ascent. I'm not interested in the Honda Pilot but maybe the Passport? I really liked the VW Atlas, but not sure if it's good for long term. Any other suggestions? Thanks.
If reliability is a concern, Honda is rated only average at best. Toyota, Lexus, Mazda are the best.
I didn’t know Mazdas were more reliable than Hondas. Thanks. ",Posts: 5,Member
4078,"
February 2020 ",mcdawgg,"
RadChick said: show previous quotesmcdawgg said: RadChick said:I'm looking for a new SUV to purchase and drive for the next 5-7 years. I'm currently driving a 2013 Honda CRV, and I'd like something bigger with new technology. The SUV needs to have ventilated seats (which puts me in or near the top trim of most SUVs). I want to spend less than $45k. I don't care if it has a 3rd row, but I'm not against it. I like the Hyundai Santa Fe and the Mazda CX-9. I was underwhelmed by both the 2020 Highlander and Ascent. I'm not interested in the Honda Pilot but maybe the Passport? I really liked the VW Atlas, but not sure if it's good for long term. Any other suggestions? Thanks.
If reliability is a concern, Honda is rated only average at best. Toyota, Lexus, Mazda are the best.
I didn’t know Mazdas were more reliable than Hondas. Thanks. 
I'd check Consumer Reports for details on the specific model. You can view at local libraries. I was surprised to see Mazda so high, but I heard Honda has been not nearly as reliable as the past. But Consumer Reports, and other data sources, said Honda only average. ","Posts: 1,712",Member
4079,"
February 2020 ",ac2020ar,"
I have a lease ending on a 2018 Giulia Ti Sport Q4 which has been a total blast. It is a great driver's car, and handles turns extremely well. The 280 hp turbo has some fairly decent power in D mode. I have a loaded model with limited slip diff, adaptive suspension and dynamic cruise control. Seat side bolsters are very good and essential for hard cornering. One big surprise for me was the headlights which give exceptional lighting at night (bi-Xenon) and are steering responsive. By the way, no reliability problems! My dilemma now is what to replace it with.Key criteria are:* must be AWD* good drivers car (turn handling, fast acceleration)* prefer upscale interior and quiet road noise because I take phone calls in the car* more tech the better (adaptive cruise, HUD would be very cool but doubt I would pay for it)* Control knob is way better than touch screens (how can you possibly focus on the road while driving and trying to reach out in a moving car to touch the screen???)* must lease wellWhy not just get another Giulia? maybe, but it seems lease terms are not quite as stellar as when I got the 2018. I doubt I can match my same total cost (I will push for it...)There seem to be limited options for driver's cars that meet these criteria. For example,WRX - would be awesome to have an AWD performance stick (almost no AWD sticks anymore) but the interior is outdated and road noise is high, unfortunately it also does not look refinedAudis - generally lease poorly and there is no adaptive cruise until the pricey trim levelsBMW - maybe, but at least the variety in my price range - see them everywhere (3-series, etc. are not head turners), and it seems the trim packages you have to go way up to get decent tech. Maybe a base M240i and forego the fancier tech? probably pushing out of my budget...Seems like there is so much good tech in more mainstream cars/SUVs now that comes more standard (and therefore more affordable) - for example, almost tempted to get something like a Mazda CX-5 Grand Touring Reserve AWD and save some money, which has 250 HP turbo - my concern there is it isn't a drivers car - it would meet all my other criteria but as far as handling and acceleration, although well rated in its segment, it would be a big let down from what I have now.Genesis G70 3.3T AWD Elite - this is actually one of my top alternatives that I've found; haven't tried driving one yet (it was 2019 Motortrend car of the year). It doesn't look as sexy as a Giulia... but if everything else works out I can let that slide.I know I'm all over the place, but that is because it seems that given AWD, at a reasonable price point you either have to choose between tech or performance. Any other suggestions for the right sweet spot for an AWD driver's car that leases well? ",Posts: 9,Member
4080,"
February 2020 ",stickguy,"
you got to my suggestion at the end. The G70 sounds like a perfect option. My son has one and I have driven it. Extremely quick and fun to drive, and loaded with goodies. Can't really speak to what the leases are doing now. If you want something a little bigger, and don't mind the badge, some good deals now on the Kia Stinger.Might like an Acura TLX A spec SH AWD V6. not as high strung, but very comfortable, loaded with features, and quick with good handling. ","Posts: 44,762",Member
4081,"
February 2020 ",ac2020ar,"
I test drove a Stinger GT2 a couple years ago, it was a top candidate, but at the time the Giulia was a way better deal. I also thought the turbo lag on the Stinger was significant. But if they have good deals now, I'll definitely take a look again... By the way, the G70 and Stinger have the same engine, but as I understand the G70 is a bit faster. The Stinger does look more sporty. ",Posts: 9,Member
4082,"
February 2020 ",stickguy,"
G70 is lighter so could be quicker. Was the Stinger also a 2.0t engine? Because I never noticed any turbo lag on the 3.3t. Just getting jammed back into the seat. ","Posts: 44,762",Member
4083,"
February 2020 ",benjaminh,"
Currently the Acura TLX has lease incentives of $8700. The KIA Stinger has lease incentives in the $10,000 range. What were the monthly payments on your Giulia?  ","Posts: 5,952",Member
4084,"
February 2020 ",stickguy,"
Looks familiar! ","Posts: 44,762",Member
4085,"
February 2020 ",stickguy,"
Pretty fair review ","Posts: 44,762",Member
4086,"
February 2020 ",ac2020ar,"
Hey, I just looked up the 2020 Stinger GT1 incentives and only saw 3000 lease cash, 1500 competitive incentive, and locally 500 auto show cash = total 5000. Still pretty good. Where did you get info on 10,000 incentives, can you share? Perhaps that is combined with selling price discount? (let's talk pure incentives here...)I'll definitely check out the TLX as well, hadn't thought of that one.FYI about the question on my Giulia payment, I'll put it this way - I got a lease score of 9.5 years, which means my average payment cost would have taken at that rate 9.5 years to pay the MSRP. That's fairly decent for a lease...Also, any thoughts on the Infiniti Q50/Q60? been a while since I looked at those. ",Posts: 9,Member
4087,"
February 2020 ",kyfdx,"
ac2020ar said:Hey, I just looked up the 2020 Stinger GT1 incentives and only saw 3000 lease cash, 1500 competitive incentive, and locally 500 auto show cash = total 5000. Still pretty good. Where did you get info on 10,000 incentives, can you share? Perhaps that is combined with selling price discount? (let's talk pure incentives here...)I'll definitely check out the TLX as well, hadn't thought of that one.FYI about the question on my Giulia payment, I'll put it this way - I got a lease score of 9.5 years, which means my average payment cost would have taken at that rate 9.5 years to pay the MSRP. That's fairly decent for a lease...Also, any thoughts on the Infiniti Q50/Q60? been a while since I looked at those.
Post here for 2020 Stinger lease info:https://forums.edmunds.com/discussion/59558/kia/stinger/2020-kia-stinger-lease-deals-and-prices#latest ","Posts: 203,030",Moderator
4088,"
February 2020 ",stickguy,"
The Q50 has a lot of features but seems a bit dated at this point, and some people don’t like the ride/handling I think. But, certainly worth trying to see if you like it. Good deals for sure on those. ","Posts: 44,762",Member
